[05-Apr-2019 17:10:03 PRC] PHP Warning:  include(): Failed opening '../secretary_func/suggestion_detail.php' for inclusion (include_path='D:\xampp\php\PEAR') in C:\Users\smile\Desktop\Code\Html\ManaSystem\tutor_func\tutor.php on line 85
[05-Apr-2019 17:13:15 PRC] PHP Warning:  include(stu_func_control.php): failed to open stream: No such file or directory in C:\Users\smile\Desktop\Code\Html\ManaSystem\secretary_func\secretary.php on line 68
[05-Apr-2019 17:13:15 PRC] PHP Warning:  include(): Failed opening 'stu_func_control.php' for inclusion (include_path='D:\xampp\php\PEAR') in C:\Users\smile\Desktop\Code\Html\ManaSystem\secretary_func\secretary.php on line 68
[05-Apr-2019 17:14:19 PRC] PHP Warning:  include(stu_func_control.php): failed to open stream: No such file or directory in C:\Users\smile\Desktop\Code\Html\ManaSystem\secretary_func\secretary.php on line 68
[05-Apr-2019 17:14:19 PRC] PHP Warning:  include(): Failed opening 'stu_func_control.php' for inclusion (include_path='D:\xampp\php\PEAR') in C:\Users\smile\Desktop\Code\Html\ManaSystem\secretary_func\secretary.php on line 68
[05-Apr-2019 17:14:43 PRC] PHP Warning:  include(sec_stu_query_control.php): failed to open stream: No such file or directory in C:\Users\smile\Desktop\Code\Html\ManaSystem\secretary_func\sec_stu_func_control.php on line 5
[05-Apr-2019 17:14:43 PRC] PHP Warning:  include(): Failed opening 'sec_stu_query_control.php' for inclusion (include_path='D:\xampp\php\PEAR') in C:\Users\smile\Desktop\Code\Html\ManaSystem\secretary_func\sec_stu_func_control.php on line 5
[05-Apr-2019 18:08:36 PRC] PHP Warning:  mysqli_query() expects at least 2 parameters, 1 given in C:\Users\smile\Desktop\Code\Html\ManaSystem\secretary_func\sec_stu_func_control.php on line 63
[05-Apr-2019 18:08:36 PRC] PHP Warning:  mysqli_num_rows() expects parameter 1 to be mysqli_result, null given in C:\Users\smile\Desktop\Code\Html\ManaSystem\secretary_func\sec_stu_func_control.php on line 64
[05-Apr-2019 18:12:06 PRC] PHP Notice:  Undefined variable: num_passed_topic in C:\Users\smile\Desktop\Code\Html\ManaSystem\secretary_func\sec_t_func_control.php on line 31
[05-Apr-2019 18:12:06 PRC] PHP Notice:  Undefined variable: num_topic in C:\Users\smile\Desktop\Code\Html\ManaSystem\secretary_func\sec_t_func_control.php on line 31
[05-Apr-2019 18:12:06 PRC] PHP Notice:  Undefined variable: num_topic in C:\Users\smile\Desktop\Code\Html\ManaSystem\secretary_func\sec_t_func_control.php on line 49
[05-Apr-2019 18:12:06 PRC] PHP Notice:  Undefined variable: num_topic in C:\Users\smile\Desktop\Code\Html\ManaSystem\secretary_func\sec_t_func_control.php on line 62
[05-Apr-2019 18:12:13 PRC] PHP Notice:  Undefined variable: num_passed_topic in C:\Users\smile\Desktop\Code\Html\ManaSystem\secretary_func\sec_t_func_control.php on line 31
[05-Apr-2019 18:12:13 PRC] PHP Notice:  Undefined variable: num_topic in C:\Users\smile\Desktop\Code\Html\ManaSystem\secretary_func\sec_t_func_control.php on line 31
[05-Apr-2019 18:12:13 PRC] PHP Notice:  Undefined variable: num_topic in C:\Users\smile\Desktop\Code\Html\ManaSystem\secretary_func\sec_t_func_control.php on line 49
[05-Apr-2019 18:12:13 PRC] PHP Notice:  Undefined variable: num_topic in C:\Users\smile\Desktop\Code\Html\ManaSystem\secretary_func\sec_t_func_control.php on line 62
[05-Apr-2019 18:12:18 PRC] PHP Notice:  Undefined variable: num_passed_topic in C:\Users\smile\Desktop\Code\Html\ManaSystem\secretary_func\sec_t_func_control.php on line 31
[05-Apr-2019 18:12:18 PRC] PHP Notice:  Undefined variable: num_topic in C:\Users\smile\Desktop\Code\Html\ManaSystem\secretary_func\sec_t_func_control.php on line 31
[05-Apr-2019 18:12:18 PRC] PHP Notice:  Undefined variable: num_topic in C:\Users\smile\Desktop\Code\Html\ManaSystem\secretary_func\sec_t_func_control.php on line 49
[05-Apr-2019 18:12:18 PRC] PHP Notice:  Undefined variable: num_topic in C:\Users\smile\Desktop\Code\Html\ManaSystem\secretary_func\sec_t_func_control.php on line 62
[05-Apr-2019 18:12:18 PRC] PHP Notice:  Undefined variable: num_passed_topic in C:\Users\smile\Desktop\Code\Html\ManaSystem\secretary_func\sec_t_func_control.php on line 31
[05-Apr-2019 18:12:18 PRC] PHP Notice:  Undefined variable: num_topic in C:\Users\smile\Desktop\Code\Html\ManaSystem\secretary_func\sec_t_func_control.php on line 31
[05-Apr-2019 18:12:18 PRC] PHP Notice:  Undefined variable: num_topic in C:\Users\smile\Desktop\Code\Html\ManaSystem\secretary_func\sec_t_func_control.php on line 49
[05-Apr-2019 18:12:18 PRC] PHP Notice:  Undefined variable: num_topic in C:\Users\smile\Desktop\Code\Html\ManaSystem\secretary_func\sec_t_func_control.php on line 62
[05-Apr-2019 18:33:43 PRC] PHP Notice:  Undefined index: topic in C:\Users\smile\Desktop\Code\Html\ManaSystem\tutor_func\t_topic.php on line 58
[05-Apr-2019 18:40:20 PRC] PHP Warning:  mysqli_num_rows() expects parameter 1 to be mysqli_result, bool given in C:\Users\smile\Desktop\Code\Html\ManaSystem\tutor_func\t_chose_student.php on line 7
[05-Apr-2019 19:41:41 PRC] PHP Notice:  Undefined variable: row in C:\Users\smile\Desktop\Code\Html\ManaSystem\tutor_func\t_topic.php on line 11
[05-Apr-2019 19:41:41 PRC] PHP Notice:  Undefined variable: row in C:\Users\smile\Desktop\Code\Html\ManaSystem\tutor_func\t_topic.php on line 19
[05-Apr-2019 19:41:41 PRC] PHP Notice:  Undefined variable: row in C:\Users\smile\Desktop\Code\Html\ManaSystem\tutor_func\t_topic.php on line 11
[05-Apr-2019 19:41:41 PRC] PHP Notice:  Undefined variable: row in C:\Users\smile\Desktop\Code\Html\ManaSystem\tutor_func\t_topic.php on line 19
[05-Apr-2019 19:41:41 PRC] PHP Notice:  Undefined variable: row in C:\Users\smile\Desktop\Code\Html\ManaSystem\tutor_func\t_topic.php on line 11
[05-Apr-2019 19:41:41 PRC] PHP Notice:  Undefined variable: row in C:\Users\smile\Desktop\Code\Html\ManaSystem\tutor_func\t_topic.php on line 19
[05-Apr-2019 19:42:14 PRC] PHP Notice:  Object of class mysqli could not be converted to int in C:\Users\smile\Desktop\Code\Html\ManaSystem\tutor_func\t_topic.php on line 11
[05-Apr-2019 19:42:14 PRC] PHP Notice:  Undefined variable: result in C:\Users\smile\Desktop\Code\Html\ManaSystem\tutor_func\t_topic.php on line 12
[05-Apr-2019 19:42:14 PRC] PHP Warning:  mysqli_fetch_array() expects parameter 1 to be mysqli_result, null given in C:\Users\smile\Desktop\Code\Html\ManaSystem\tutor_func\t_topic.php on line 12
[05-Apr-2019 19:42:14 PRC] PHP Warning:  mysqli_query() expects parameter 1 to be mysqli, object given in C:\Users\smile\Desktop\Code\Html\ManaSystem\tutor_func\t_topic.php on line 15
[05-Apr-2019 19:42:14 PRC] PHP Warning:  mysqli_num_rows() expects parameter 1 to be mysqli_result, null given in C:\Users\smile\Desktop\Code\Html\ManaSystem\tutor_func\t_topic.php on line 16
[05-Apr-2019 19:42:14 PRC] PHP Notice:  Object of class mysqli could not be converted to int in C:\Users\smile\Desktop\Code\Html\ManaSystem\tutor_func\t_topic.php on line 11
[05-Apr-2019 20:25:29 PRC] PHP Warning:  Use of undefined constant teacher_name - assumed 'teacher_name' (this will throw an Error in a future version of PHP) in C:\Users\smile\Desktop\Code\Html\ManaSystem\student_func\stu_chose_topic.php on line 11
[05-Apr-2019 20:26:31 PRC] PHP Warning:  Use of undefined constant teacher_name - assumed 'teacher_name' (this will throw an Error in a future version of PHP) in C:\Users\smile\Desktop\Code\Html\ManaSystem\student_func\stu_chose_topic.php on line 11
[05-Apr-2019 20:26:56 PRC] PHP Warning:  Use of undefined constant teacher_name - assumed 'teacher_name' (this will throw an Error in a future version of PHP) in C:\Users\smile\Desktop\Code\Html\ManaSystem\student_func\stu_chose_topic.php on line 11
[05-Apr-2019 20:27:14 PRC] PHP Warning:  Use of undefined constant teacher_name - assumed 'teacher_name' (this will throw an Error in a future version of PHP) in C:\Users\smile\Desktop\Code\Html\ManaSystem\student_func\stu_chose_topic.php on line 11
[05-Apr-2019 20:27:41 PRC] PHP Warning:  Use of undefined constant teacher_name - assumed 'teacher_name' (this will throw an Error in a future version of PHP) in C:\Users\smile\Desktop\Code\Html\ManaSystem\student_func\stu_chose_topic.php on line 11
[05-Apr-2019 21:05:32 PRC] PHP Notice:  Undefined variable: result_final in C:\Users\smile\Desktop\Code\Html\ManaSystem\student_func\stu_task_book_detail.php on line 28
[05-Apr-2019 21:05:32 PRC] PHP Warning:  mysqli_num_rows() expects parameter 1 to be mysqli_result, null given in C:\Users\smile\Desktop\Code\Html\ManaSystem\student_func\stu_task_book_detail.php on line 28
[05-Apr-2019 21:05:53 PRC] PHP Notice:  Undefined variable: result_final in C:\Users\smile\Desktop\Code\Html\ManaSystem\student_func\stu_task_book_detail.php on line 28
[05-Apr-2019 21:05:53 PRC] PHP Warning:  mysqli_num_rows() expects parameter 1 to be mysqli_result, null given in C:\Users\smile\Desktop\Code\Html\ManaSystem\student_func\stu_task_book_detail.php on line 28
[05-Apr-2019 21:06:42 PRC] PHP Notice:  Undefined variable: result_final in C:\Users\smile\Desktop\Code\Html\ManaSystem\student_func\stu_task_book_detail.php on line 28
[05-Apr-2019 21:06:42 PRC] PHP Warning:  mysqli_num_rows() expects parameter 1 to be mysqli_result, null given in C:\Users\smile\Desktop\Code\Html\ManaSystem\student_func\stu_task_book_detail.php on line 28
